Title                                                                                                - Score - Num Eps            - Duration              - Genre(s)                                                                                                                                                       - Link
123                                                                                                  - 3.55  - 1 episode(s)       - 2 min.                - Kids, Music                                                                                                                                                    - https://myanimelist.net/anime/37065
15 Bishoujo Hyouryuuki                                                                               - 6.93  - 3 episode(s)       - 26 min. per ep.       - Comedy, Harem, Hentai                                                                                                                                          - https://myanimelist.net/anime/5762
21 Seiki wa Minna ga Shuyaku                                                                         - 7.50  - 1 episode(s)       - 23 min.               - Drama                                                                                                                                                          - https://myanimelist.net/anime/35242
3-tsu no Kumo                                                                                        - 4.99  - 3 episode(s)       - 4 min. per ep.        - Dementia                                                                                                                                                       - https://myanimelist.net/anime/7809
3D Onara Gorou ga Dance Dance Dance!!                                                                - 3.59  - 1 episode(s)       - 25 sec.               - Comedy, Music                                                                                                                                                  - https://myanimelist.net/anime/33696
4.Eyes                                                                                               - 3.56  - 1 episode(s)       - 9 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/30665
91 Days Recap                                                                                        - 6.37  - 1 episode(s)       - 24 min.               - Action, Historical, Drama                                                                                                                                      - https://myanimelist.net/anime/33964
91 Days Special                                                                                      - 6.86  - 1 episode(s)       - 24 min.               - Action, Historical, Drama                                                                                                                                      - https://myanimelist.net/anime/34777
91 Days                                                                                              - 7.90  - 12 episode(s)      - 24 min. per ep.       - Action, Drama, Historical                                                                                                                                      - https://myanimelist.net/anime/32998
91 Daze                                                                                              - 5.67  - 7 episode(s)       - 2 min. per ep.        - Comedy, Historical                                                                                                                                             - https://myanimelist.net/anime/36756
9                                                                                                    - 4.43  - 1 episode(s)       - 4 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36089
?/Sankaku no Rhythm/Trump no Arasoi                                                                  - 3.61  - 1 episode(s)       - 4 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/35405
A Kite                                                                                               - 6.67  - 2 episode(s)       - 26 min. per ep.       - Action, Hentai, Police, Drama                                                                                                                                  - https://myanimelist.net/anime/320
A Smart Experiment                                                                                   - 5.11  - 1 episode(s)       - 3 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/30214
A Tang Qi Yu                                                                                         - N/A   - 1 episode(s)       - 1 hr. 38 min.         - Adventure, Comedy, Kids                                                                                                                                        - https://myanimelist.net/anime/37180
A-Ko The Versus                                                                                      - 6.43  - 2 episode(s)       - 51 min. per ep.       - Action, Adventure, Comedy, Romance, Sci-Fi, Super Power                                                                                                        - https://myanimelist.net/anime/1295
A.F                                                                                                  - 4.55  - 1 episode(s)       - 15 min.               - Action, Sci-Fi, Space, Mecha                                                                                                                                   - https://myanimelist.net/anime/4934
A.I.C.O.: Incarnation                                                                                - N/A   - 12 episode(s)      - Unknown               - Action, Sci-Fi                                                                                                                                                 - https://myanimelist.net/anime/36039
AD Police                                                                                            - 6.42  - 3 episode(s)       - 24 min. per ep.       - Sci-Fi, Adventure, Mystery, Dementia, Police, Psychological, Thriller, Mecha                                                                                   - https://myanimelist.net/anime/1346
AIKa                                                                                                 - 6.00  - 7 episode(s)       - 30 min. per ep.       - Action, Ecchi, Adventure, Comedy, Sci-Fi                                                                                                                       - https://myanimelist.net/anime/366
AKB0048: Next Stage                                                                                  - 7.79  - 13 episode(s)      - 23 min. per ep.       - Music, Sci-Fi                                                                                                                                                  - https://myanimelist.net/anime/14941
AKB0048                                                                                              - 7.51  - 13 episode(s)      - 23 min. per ep.       - Music, Sci-Fi                                                                                                                                                  - https://myanimelist.net/anime/12149
Aa! Megami-sama! Movie                                                                               - 7.63  - 1 episode(s)       - 1 hr. 46 min.         - Comedy, Magic, Romance, Seinen, Supernatural                                                                                                                   - https://myanimelist.net/anime/304
Abenobashi Mahou☆Shoutengai                                                                          - 7.35  - 13 episode(s)      - 24 min. per ep.       - Comedy, Parody, Ecchi, Fantasy                                                                                                                                 - https://myanimelist.net/anime/306
Abstract feat. Alkama                                                                                - 5.40  - 1 episode(s)       - 2 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/36182
Abunai Sisters: Koko & Mika                                                                          - 2.59  - 10 episode(s)      - 3 min. per ep.        - Action, Comedy, Ecchi                                                                                                                                          - https://myanimelist.net/anime/5877
Acchi Kocchi                                                                                         - 7.43  - 1 episode(s)       - 20 min.               - Dementia                                                                                                                                                       - https://myanimelist.net/anime/22419
Acerola-chan                                                                                         - 4.68  - 3 episode(s)       - 3 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/33500
Action Heroine Cheer Fruits                                                                          - 6.59  - 12 episode(s)      - 24 min. per ep.       - Slice of Life, Comedy, School                                                                                                                                  - https://myanimelist.net/anime/34800
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd                                               - 6.51  - 12 episode(s)      - 24 min. per ep.       - Sci-Fi, Comedy, Police, Mecha                                                                                                                                  - https://myanimelist.net/anime/32301
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari                                                   - 5.96  - 12 episode(s)      - 24 min. per ep.       - Comedy, Mecha, Police, Sci-Fi                                                                                                                                  - https://myanimelist.net/anime/31790
Ad Lib Anime Kenkyuujo                                                                               - 5.91  - 38 episode(s)      - 4 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/11541
Adesugata Mahou no Sannin Musume                                                                     - 5.42  - 1 episode(s)       - 29 min.               - Magic, Comedy, Shoujo                                                                                                                                          - https://myanimelist.net/anime/5246
Adventures in Beauty Wonderland                                                                      - 4.04  - 1 episode(s)       - 4 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/29980
Afro Samurai Movie                                                                                   - 7.60  - 1 episode(s)       - 1 hr. 56 min.         - Action, Adventure, Samurai                                                                                                                                     - https://myanimelist.net/anime/13709
Afro Samurai Pilot                                                                                   - 6.81  - 1 episode(s)       - 3 min.                - Action, Martial Arts, Samurai, Seinen                                                                                                                          - https://myanimelist.net/anime/27939
Afro Samurai: Resurrection                                                                           - 7.44  - 1 episode(s)       - 1 hr. 40 min.         - Action, Adventure, Samurai                                                                                                                                     - https://myanimelist.net/anime/4970
Afro Samurai                                                                                         - 7.41  - 5 episode(s)       - 27 min. per ep.       - Action, Adventure, Samurai                                                                                                                                     - https://myanimelist.net/anime/1292
After School                                                                                         - N/A   - Unknown episode(s) - Unknown               - School                                                                                                                                                         - https://myanimelist.net/anime/33736
Aftermath                                                                                            - 6.13  - 1 episode(s)       - 5 min.                - Military, Music, Drama                                                                                                                                         - https://myanimelist.net/anime/33326
Against                                                                                              - 4.58  - 1 episode(s)       - 16 sec.               - Dementia, Fantasy                                                                                                                                              - https://myanimelist.net/anime/34887
Age of Obscure: Boubaku Jidai                                                                        - 4.76  - 1 episode(s)       - 4 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/34436
Aggressive Retsuko (ONA)                                                                             - N/A   - 10 episode(s)      - 15 min. per ep.       - Comedy                                                                                                                                                         - https://myanimelist.net/anime/36904
Aggressive Retsuko                                                                                   - 7.49  - Unknown episode(s) - 1 min.                - Comedy, Music                                                                                                                                                  - https://myanimelist.net/anime/32977
Ahiru Rikusentai                                                                                     - 5.27  - 1 episode(s)       - 13 min.               - Action, Military, Historical, Kids                                                                                                                             - https://myanimelist.net/anime/28241
Ahiru no Otegara                                                                                     - 5.05  - 1 episode(s)       - 1 min.                - Adventure                                                                                                                                                      - https://myanimelist.net/anime/6852
Ai (ONA)                                                                                             - 2.63  - 1 episode(s)       - 7 sec.                - Romance                                                                                                                                                        - https://myanimelist.net/anime/32294
Ai City                                                                                              - 5.86  - 1 episode(s)       - 1 hr. 28 min.         - Action, Super Power, Sci-Fi                                                                                                                                    - https://myanimelist.net/anime/5053
Ai Sky Tree 21                                                                                       - 4.49  - 1 episode(s)       - 15 sec.               - Action                                                                                                                                                         - https://myanimelist.net/anime/32295
Ai Tenchi Muyou!                                                                                     - 6.28  - 50 episode(s)      - 4 min. per ep.        - Comedy, Sci-Fi, Shounen                                                                                                                                        - https://myanimelist.net/anime/24699
Ai to Shi                                                                                            - 5.27  - 1 episode(s)       - 1 min.                - Action                                                                                                                                                         - https://myanimelist.net/anime/32150
Ai wa Kagi no Kazu dake... Fuuzoku Mansion                                                           - 6.33  - 1 episode(s)       - 30 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/1895
Ai                                                                                                   - 4.40  - 1 episode(s)       - 4 min.                - Dementia, Psychological, Romance                                                                                                                               - https://myanimelist.net/anime/6535
Aikatsu Friends!                                                                                     - N/A   - Unknown episode(s) - 24 min.               - Magic, School, Shoujo, Slice of Life                                                                                                                           - https://myanimelist.net/anime/37204
Aikatsu Stars! Movie                                                                                 - 7.41  - 1 episode(s)       - 59 min.               - Music, School, Shoujo, Slice of Life                                                                                                                           - https://myanimelist.net/anime/31485
Aikatsu Stars!                                                                                       - 7.35  - Unknown episode(s) - 24 min.               - Music, Slice of Life, School, Shoujo                                                                                                                           - https://myanimelist.net/anime/32717
Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!                                              - 7.15  - 1 episode(s)       - 56 min.               - Music, Shoujo                                                                                                                                                  - https://myanimelist.net/anime/30845
Aikatsu!: Nerawareta Mahou no Aikatsu! Card                                                          - 7.34  - 1 episode(s)       - 27 min.               - Music, Slice of Life, School, Shoujo                                                                                                                           - https://myanimelist.net/anime/32806
Aikatsu!                                                                                             - 7.47  - 178 episode(s)     - 24 min. per ep.       - Music, School, Shoujo, Slice of Life                                                                                                                           - https://myanimelist.net/anime/15061
Ajimu: Kaigan Monogatari                                                                             - 6.44  - 4 episode(s)       - 28 min. per ep.       - Comedy, Drama, Romance, School                                                                                                                                 - https://myanimelist.net/anime/1734
Akagaki Genzou: Tokuri no Wakare                                                                     - 4.28  - 1 episode(s)       - Unknown               - Comedy                                                                                                                                                         - https://myanimelist.net/anime/24857
Akahori Gedou Hour Rabuge                                                                            - 6.26  - 13 episode(s)      - 24 min. per ep.       - Comedy, Magic, Parody                                                                                                                                          - https://myanimelist.net/anime/309
Aki no Kanade                                                                                        - 7.14  - 1 episode(s)       - 25 min.               - Slice of Life, Music, School                                                                                                                                   - https://myanimelist.net/anime/29513
Aki no Puzzle                                                                                        - 2.67  - 1 episode(s)       - 6 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/22179
Akihabara Dennou-gumi                                                                                - 6.67  - 26 episode(s)      - 23 min. per ep.       - Adventure, Mecha, Sci-Fi, Shoujo                                                                                                                               - https://myanimelist.net/anime/2288
Akina to Onsen de H Shiyo!                                                                           - 6.47  - 1 episode(s)       - 20 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/9849
Akisutozeneko                                                                                        - 3.09  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/35786
Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake                                                - 2.17  - Unknown episode(s) - 1 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/35227
Akita Kenritsu Iburi Gakkou Chuutou-bu                                                               - 3.30  - Unknown episode(s) - 2 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/35226
Akuma no Kairozu                                                                                     - 4.70  - 1 episode(s)       - 7 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/31267
Akuu Daisakusen Srungle                                                                              - 6.41  - 53 episode(s)      - 25 min. per ep.       - Action, Mecha, Sci-Fi                                                                                                                                          - https://myanimelist.net/anime/6452
Alan-kun no Koutsuu Rule wo Mamorou ne!                                                              - 2.50  - 1 episode(s)       - 12 min.               - Kids, Sci-Fi                                                                                                                                                   - https://myanimelist.net/anime/35150
Aldnoah.Zero 2nd Season                                                                              - 7.12  - 12 episode(s)      - 23 min. per ep.       - Action, Mecha, Sci-Fi, Space                                                                                                                                   - https://myanimelist.net/anime/27655
Aldnoah.Zero Extra Archives                                                                          - 6.92  - 1 episode(s)       - 48 min.               - Action, Mecha, Sci-Fi                                                                                                                                          - https://myanimelist.net/anime/29223
Aldnoah.Zero                                                                                         - 7.59  - 12 episode(s)      - 23 min. per ep.       - Action, Mecha, Sci-Fi                                                                                                                                          - https://myanimelist.net/anime/22729
Alice SOS                                                                                            - 6.26  - 28 episode(s)      - 19 min. per ep.       - Adventure                                                                                                                                                      - https://myanimelist.net/anime/8812
Alice Tantei Kyoku                                                                                   - 5.33  - 56 episode(s)      - 12 min. per ep.       - Mystery, Kids, Fantasy                                                                                                                                         - https://myanimelist.net/anime/18819
All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga                                       - 5.92  - 12 episode(s)      - 42 sec. per ep.       - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/33903
Alluptoyou                                                                                           - 4.07  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36092
Alphard x Taka no Tsume                                                                              - 4.55  - 3 episode(s)       - 4 min. per ep.        - Cars, Parody                                                                                                                                                   - https://myanimelist.net/anime/37143
Amanatsu                                                                                             - 6.17  - 1 episode(s)       - 14 min.               - Sci-Fi                                                                                                                                                         - https://myanimelist.net/anime/9595
Amaryllis                                                                                            - 3.33  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36056
Amazing Nuts!                                                                                        - 6.68  - 4 episode(s)       - 10 min. per ep.       - Adventure, Police, Romance, Music, Sci-Fi                                                                                                                      - https://myanimelist.net/anime/1998
Ame no Ten Ten                                                                                       - 4.82  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/35667
Ameya Tanuki                                                                                         - 3.61  - 1 episode(s)       - 4 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/35388
Amon Saga                                                                                            - 5.57  - 1 episode(s)       - 1 hr. 14 min.         - Action, Adventure, Fantasy                                                                                                                                     - https://myanimelist.net/anime/2249
An Expression                                                                                        - 3.96  - 1 episode(s)       - 3 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/35402
An Ling Yu Shi Di Qi                                                                                 - 6.80  - 13 episode(s)      - 22 min. per ep.       - Adventure, Kids, Sci-Fi                                                                                                                                        - https://myanimelist.net/anime/36666
Anata dake Konbanwa                                                                                  - 6.92  - 5 episode(s)       - 25 min. per ep.       - Harem, Hentai                                                                                                                                                  - https://myanimelist.net/anime/6690
Anata no Katagoshi Chotto Ue                                                                         - 3.44  - 3 episode(s)       - 3 min. per ep.        - Comedy, Supernatural                                                                                                                                           - https://myanimelist.net/anime/34696
Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime                                                - 6.15  - 2 episode(s)       - 12 min. per ep.       - Drama, Fantasy                                                                                                                                                 - https://myanimelist.net/anime/34893
Aneki no Kounai Kaikinbi                                                                             - 5.56  - 1 episode(s)       - 17 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/13019
Angel (Special)                                                                                      - 5.58  - 1 episode(s)       - 6 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/25971
Angel Beats! Specials                                                                                - 7.75  - 2 episode(s)       - 27 min. per ep.       - Action, Comedy, Supernatural, School                                                                                                                           - https://myanimelist.net/anime/9062
Angel Beats!: Another Epilogue                                                                       - 7.60  - 1 episode(s)       - 2 min.                - Supernatural, Drama, School                                                                                                                                    - https://myanimelist.net/anime/10067
Angel Beats!                                                                                         - 8.32  - 13 episode(s)      - 24 min. per ep.       - Action, Comedy, Drama, School, Supernatural                                                                                                                    - https://myanimelist.net/anime/6547
Angel Blade Punish!                                                                                  - 6.52  - 3 episode(s)       - 30 min. per ep.       - Adventure, Hentai, Magic, Sci-Fi                                                                                                                               - https://myanimelist.net/anime/2325
Angel Blade: Ultimate Edition - Tokuteneizou                                                         - 6.26  - 1 episode(s)       - 6 min.                - Sci-Fi, Hentai                                                                                                                                                 - https://myanimelist.net/anime/4946
Angel Blade                                                                                          - 6.42  - 3 episode(s)       - 28 min. per ep.       - Action, Demons, Hentai                                                                                                                                         - https://myanimelist.net/anime/2324
Angel Cop                                                                                            - 6.00  - 6 episode(s)       - 30 min. per ep.       - Action, Sci-Fi, Police                                                                                                                                         - https://myanimelist.net/anime/1351
Ani*Kuri15                                                                                           - 6.94  - 15 episode(s)      - 1 min. per ep.        - Slice of Life, Adventure, Fantasy, Magic, Game, Martial Arts, Comedy, Mecha, Super Power, Supernatural, School, Drama, Sci-Fi                                  - https://myanimelist.net/anime/2832
Anime Oyako Gekijou                                                                                  - 5.94  - 26 episode(s)      - 24 min. per ep.       - Kids, Adventure, Fantasy, Historical, Sci-Fi                                                                                                                   - https://myanimelist.net/anime/2882
Animegatari x Ghost in the Shell Collab Eizou                                                        - 5.22  - 1 episode(s)       - 1 min.                - Sci-Fi, Comedy                                                                                                                                                 - https://myanimelist.net/anime/33512
Animegatari x Shingeki no Kyojin Collab Eizou                                                        - N/A   - 1 episode(s)       - 1 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/37012
Animegatari                                                                                          - 6.10  - 6 episode(s)       - 1 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/30617
Animegataris:Yuku-toshi, Kuru-toshi                                                                  - N/A   - 1 episode(s)       - 3 min.                - Comedy, Slice of Life                                                                                                                                          - https://myanimelist.net/anime/37037
Animegataris                                                                                         - 6.68  - 12 episode(s)      - 23 min. per ep.       - Comedy, Parody, School                                                                                                                                         - https://myanimelist.net/anime/35427
Anitore! EX: Jigoku no Training                                                                      - 5.50  - 5 episode(s)       - 5 min. per ep.        - Sports                                                                                                                                                         - https://myanimelist.net/anime/32886
Anitore! EX                                                                                          - 5.54  - 12 episode(s)      - 4 min. per ep.        - Comedy, Sports                                                                                                                                                 - https://myanimelist.net/anime/31519
Anitore! XX: Jigoku no Training                                                                      - N/A   - 6 episode(s)       - 4 min. per ep.        - Ecchi, Sports                                                                                                                                                  - https://myanimelist.net/anime/35926
Ankoku Cat VS                                                                                        - 5.11  - 3 episode(s)       - 5 min. per ep.        - Action, Comedy                                                                                                                                                 - https://myanimelist.net/anime/36636
Ankoku Cat                                                                                           - 5.92  - 6 episode(s)       - 6 min. per ep.        - Action, Comedy                                                                                                                                                 - https://myanimelist.net/anime/6721
Ankoku Shindenshou Takegami                                                                          - 5.66  - 3 episode(s)       - 43 min. per ep.       - Action, Mecha, Supernatural, Drama, Sci-Fi                                                                                                                     - https://myanimelist.net/anime/1244
Annyeong, Jeonwoochi! Dosoolrobotdaegyeoljeon                                                        - 4.25  - 1 episode(s)       - 1 hr. 28 min.         - Sci-Fi, Kids, Martial Arts                                                                                                                                     - https://myanimelist.net/anime/36161
